# zs        u          g          r          i          z          u-g                     g-r                  r-i                  i-z                     eu          eg           er           ei           ez           eu-g                  eg-r                  er-i                   ei-z                  
6.834000000000000075e-01 2.510540999999999912e+01 2.327567000000000164e+01 2.170728000000000080e+01 2.006763000000000119e+01 1.956315000000000026e+01 1.829739999999997480e+00 1.568390000000000839e+00 1.639649999999999608e+00 5.044800000000009277e-01 1.041387999999999980e+00 3.611763000000000057e-01 1.328748999999999902e-01 4.604383000000000087e-02 9.976812999999999654e-02 1.102241936339608763e+00 3.848429013658690723e-01 1.406263607261415971e-01 1.098804534244639947e-01
5.536999999999999700e-01 2.432656000000000063e+01 2.266006000000000142e+01 2.084209999999999852e+01 1.989602999999999966e+01 1.951677000000000106e+01 1.666499999999999204e+00 1.817960000000002907e+00 9.460699999999988563e-01 3.792599999999985982e-01 1.103742999999999919e+00 1.725947999999999927e-01 5.042076999999999670e-02 3.214634999999999715e-02 7.617514000000000229e-02 1.117156020901306279e+00 1.798088402566261346e-01 5.979667102536227047e-02 8.268034695344535223e-02
5.225999999999999535e-01 2.297091999999999956e+01 2.188222999999999985e+01 2.037037000000000120e+01 1.956580999999999904e+01 1.925371000000000166e+01 1.088689999999999714e+00 1.511859999999998649e+00 8.045600000000021623e-01 3.120999999999973795e-01 6.674101999999999535e-01 1.098699000000000064e-01 4.213667000000000107e-02 3.038980999999999974e-02 8.297440000000000371e-02 6.763932066409670263e-01 1.176728256000462575e-01 5.195228109067974442e-02 8.836453817678277534e-02
5.749999999999999556e-01 2.278160000000000096e+01 2.224314000000000036e+01 2.053027000000000157e+01 1.957085000000000008e+01 1.914404000000000039e+01 5.384600000000006048e-01 1.712869999999998782e+00 9.594200000000014938e-01 4.268099999999996896e-01 9.961514000000000202e-01 2.048029000000000099e-01 6.369310999999999723e-02 3.999364999999999865e-02 9.029386999999999830e-02 1.016986646702094044e+00 2.144785306502310640e-01 7.520840579213602939e-02 9.875462014457551951e-02
5.828999999999999737e-01 2.366179999999999950e+01 2.253028000000000119e+01 2.092214999999999847e+01 1.982782999999999873e+01 1.933943000000000012e+01 1.131519999999998305e+00 1.608130000000002724e+00 1.094319999999999737e+00 4.883999999999986130e-01 1.089387000000000105e+00 1.981764000000000026e-01 7.139236000000000193e-02 3.970648000000000233e-02 9.435298999999999769e-02 1.107265966823671510e+00 2.106436673231113499e-01 8.169133136606356038e-02 1.023674326918991295e-01
5.365999999999999659e-01 2.312347000000000108e+01 2.169789000000000101e+01 2.013970000000000127e+01 1.915212999999999965e+01 1.875037999999999982e+01 1.425580000000000069e+00 1.558189999999999742e+00 9.875700000000016132e-01 4.017499999999998295e-01 1.115550999999999959e+00 1.295509999999999995e-01 4.831557000000000213e-02 3.059581000000000106e-02 9.257990000000000663e-02 1.123048304928154106e+00 1.382673349183562439e-01 5.718826710069994934e-02 9.750457155213852756e-02
5.322000000000000064e-01 2.454972000000000065e+01 2.213220000000000098e+01 2.069904000000000011e+01 1.970050000000000168e+01 1.912473999999999918e+01 2.417519999999999669e+00 1.433160000000000878e+00 9.985399999999984288e-01 5.757600000000024920e-01 1.181764999999999954e+00 1.185839000000000060e-01 5.094996000000000247e-02 3.401751000000000080e-02 8.982748999999999595e-02 1.187699733335075614e+00 1.290660286954379010e-01 6.126246330830732029e-02 9.605294866010204158e-02
6.856999999999999762e-01 2.342161000000000115e+01 2.214465999999999823e+01 2.117295000000000016e+01 1.990528000000000119e+01 1.953848999999999947e+01 1.276950000000002916e+00 9.717099999999980753e-01 1.267669999999998964e+00 3.667900000000017258e-01 1.376163000000000025e+00 2.028843999999999925e-01 1.264048999999999867e-01 6.240591000000000194e-02 1.677183999999999897e-01 1.391037987379338370e+00 2.390403282029415211e-01 1.409705513465067395e-01 1.789523939529396035e-01
5.551000000000000378e-01 2.296597999999999828e+01 2.141693000000000069e+01 2.011897000000000091e+01 1.914307000000000158e+01 1.866666000000000025e+01 1.549049999999997596e+00 1.297959999999999781e+00 9.758999999999993236e-01 4.764100000000013324e-01 1.409745000000000026e+00 1.358493000000000062e-01 6.286345000000000127e-02 3.896186000000000094e-02 8.538083000000000478e-02 1.416275396007248943e+00 1.496891634567863449e-01 7.395836585919202122e-02 9.385048037249731079e-02
4.329000000000000070e-01 2.227495000000000047e+01 2.174332000000000065e+01 2.031858000000000075e+01 1.956222999999999956e+01 1.923394000000000048e+01 5.316299999999998249e-01 1.424739999999999895e+00 7.563500000000011880e-01 3.282899999999990825e-01 4.071865000000000068e-01 1.060026000000000024e-01 4.581505999999999773e-02 4.000072999999999823e-02 9.729364999999999541e-02 4.207581217148517738e-01 1.154797425073488815e-01 6.082004705141635936e-02 1.051955927349401687e-01
5.374999999999999778e-01 2.352517999999999887e+01 2.180257999999999896e+01 2.010152000000000072e+01 1.907377999999999929e+01 1.858587999999999951e+01 1.722599999999999909e+00 1.701059999999998240e+00 1.027740000000001430e+00 4.878999999999997783e-01 1.165761000000000047e+00 1.224049999999999999e-01 4.112293999999999672e-02 2.735123000000000068e-02 5.547926000000000246e-02 1.172169652032503340e+00 1.291281542470254506e-01 4.938811574413929512e-02 6.185497613499257169e-02
5.070999999999999952e-01 2.334114999999999895e+01 2.153646000000000171e+01 2.001953999999999922e+01 1.914035000000000153e+01 1.851314999999999955e+01 1.804689999999997241e+00 1.516920000000002489e+00 8.791899999999976956e-01 6.272000000000019782e-01 1.089658999999999933e+00 9.969379000000000435e-02 3.897366000000000025e-02 2.853446999999999928e-02 6.211324000000000012e-02 1.094210029219968350e+00 1.070411039664656144e-01 4.830281722608423950e-02 6.835400911050133754e-02
5.355999999999999650e-01 2.278002000000000038e+01 2.240666999999999831e+01 2.060974999999999824e+01 1.970570999999999984e+01 1.925113999999999947e+01 3.733500000000020691e-01 1.796920000000000073e+00 9.040399999999984004e-01 4.545700000000003627e-01 4.959572999999999898e-01 1.410967999999999944e-01 4.336995999999999907e-02 2.937647999999999995e-02 8.252083999999999808e-02 5.156374214441092896e-01 1.476118572494825032e-01 5.238254487510128621e-02 8.759375897571698710e-02
4.727000000000000091e-01 2.568183000000000149e+01 2.216823000000000121e+01 2.030058999999999969e+01 1.946768000000000143e+01 1.897231999999999985e+01 3.513600000000000279e+00 1.867640000000001521e+00 8.329099999999982629e-01 4.953600000000015768e-01 6.582592000000000443e-01 1.279325000000000045e-01 3.721602000000000243e-02 2.823509000000000088e-02 7.312506000000000561e-02 6.705757965665701814e-01 1.332357185625926699e-01 4.671458500242189199e-02 7.838682738388957905e-02
6.257000000000000339e-01 2.256929999999999836e+01 2.176643999999999934e+01 2.053402000000000172e+01 1.959562000000000026e+01 1.912388999999999939e+01 8.028599999999990189e-01 1.232419999999997628e+00 9.384000000000014552e-01 4.717300000000008708e-01 5.814956000000000014e-01 1.202000000000000013e-01 5.855156000000000249e-02 4.080381999999999759e-02 1.030274999999999941e-01 5.937888284730186150e-01 1.337023753657114455e-01 7.136691744096840262e-02 1.108134354798297888e-01
5.743000000000000327e-01 2.460037000000000162e+01 2.220130999999999943e+01 2.040246000000000137e+01 1.952747000000000099e+01 1.891829999999999856e+01 2.399060000000002191e+00 1.798849999999998062e+00 8.749900000000003786e-01 6.091700000000024318e-01 2.047215000000000007e+00 1.974074000000000106e-01 5.736489000000000171e-02 3.884015999999999857e-02 7.638546000000000225e-02 2.056710708339838600e+00 2.055733741987811614e-01 6.927689826729903355e-02 8.569303663797427084e-02
5.063999999999999613e-01 2.558792000000000044e+01 2.212770000000000081e+01 2.063293000000000177e+01 1.971825000000000117e+01 1.935811999999999955e+01 3.460219999999999629e+00 1.494769999999999044e+00 9.146800000000006037e-01 3.601300000000016155e-01 7.202237000000000222e-01 1.366775000000000073e-01 5.339732999999999979e-02 3.772033999999999804e-02 1.039236000000000049e-01 7.330777019170205966e-01 1.467379087263373239e-01 6.537659291248283655e-02 1.105573999634379967e-01
5.365999999999999659e-01 2.136531000000000091e+01 2.148623999999999867e+01 2.021633999999999887e+01 1.937222999999999828e+01 1.921765999999999863e+01 -1.209299999999977615e-01 1.269899999999999807e+00 8.441100000000005821e-01 1.545699999999996521e-01 3.218039999999999790e-01 1.313728000000000118e-01 6.375901000000000485e-02 4.406763000000000347e-02 1.316278999999999921e-01 3.475868625190543515e-01 1.460274766474450314e-01 7.750591829013446510e-02 1.388087175656734507e-01
5.209000000000000297e-01 2.252192000000000149e+01 2.196665000000000134e+01 2.047673999999999950e+01 1.963935999999999993e+01 1.920491000000000170e+01 5.552700000000001523e-01 1.489910000000001844e+00 8.373799999999995691e-01 4.344499999999982265e-01 5.182780999999999638e-01 1.183382999999999935e-01 4.700039000000000300e-02 3.543765000000000109e-02 8.451187999999999756e-02 5.316165367880311132e-01 1.273302395624939520e-01 5.886309283137100556e-02 9.164106556919172919e-02
5.433999999999999941e-01 2.494029000000000096e+01 2.202915000000000134e+01 2.040054999999999907e+01 1.956578999999999979e+01 1.904942000000000135e+01 2.911139999999999617e+00 1.628600000000002268e+00 8.347599999999992804e-01 5.163699999999984414e-01 1.071539000000000019e+00 1.255262000000000044e-01 4.450202999999999798e-02 3.164190000000000058e-02 7.097087000000000534e-02 1.078866375139868827e+00 1.331812958360178434e-01 5.460440009496395769e-02 7.770504632369058806e-02
5.231999999999999984e-01 2.596734000000000009e+01 2.140530000000000044e+01 1.970349999999999824e+01 1.868952000000000169e+01 1.822713999999999857e+01 4.562039999999999651e+00 1.701800000000002200e+00 1.013979999999996551e+00 4.623800000000031218e-01 6.945662999999999698e-01 9.061895999999999840e-02 3.030317999999999901e-02 1.992278000000000104e-02 4.050995000000000290e-02 7.004528114064297872e-01 9.555144493723786991e-02 3.626568462115116465e-02 4.514391666582442258e-02
4.341999999999999749e-01 2.203202999999999889e+01 2.206927999999999912e+01 2.144257999999999953e+01 2.014123999999999981e+01 2.010407999999999973e+01 -3.725000000000022737e-02 6.266999999999995907e-01 1.301339999999999719e+00 3.716000000000008185e-02 4.249813000000000063e-01 1.612736999999999921e-01 1.452704999999999969e-01 6.335504000000000135e-02 2.031681999999999932e-01 4.545528700397567512e-01 2.170546578213423117e-01 1.584846341562853311e-01 2.128172422165121314e-01
4.892000000000000237e-01 2.342933999999999983e+01 2.232968999999999937e+01 2.056747999999999976e+01 1.974889999999999901e+01 1.913635000000000019e+01 1.099650000000000460e+00 1.762209999999999610e+00 8.185800000000007515e-01 6.125499999999988177e-01 1.113426000000000027e+00 1.746699999999999919e-01 5.494098000000000037e-02 4.190719999999999862e-02 8.601127999999999552e-02 1.127043506869189304e+00 1.831068545504520306e-01 6.909938274109544976e-02 9.567734161795257708e-02
4.868000000000000105e-01 2.431146000000000029e+01 2.177767000000000053e+01 2.017982999999999905e+01 1.929033000000000087e+01 1.871548999999999907e+01 2.533789999999999765e+00 1.597840000000001481e+00 8.894999999999981810e-01 5.748400000000017940e-01 1.819352999999999998e+00 1.304917999999999911e-01 4.698912999999999701e-02 3.234477000000000185e-02 6.445051000000000252e-02 1.824026712654241766e+00 1.386942255661600953e-01 5.704526697728568019e-02 7.211138873723761666e-02
4.694999999999999729e-01 2.411593999999999838e+01 2.197464000000000084e+01 2.042513999999999896e+01 1.953519999999999968e+01 1.905152999999999963e+01 2.141299999999997539e+00 1.549500000000001876e+00 8.899399999999992872e-01 4.836700000000000443e-01 1.593976000000000059e+00 1.407629999999999992e-01 5.261777000000000121e-02 3.549841000000000107e-02 7.740547999999999873e-02 1.600179274564259568e+00 1.502759191912426684e-01 6.347256755718173882e-02 8.515718082791667864e-02
5.971999999999999531e-01 2.241536999999999935e+01 2.146932999999999936e+01 2.017136999999999958e+01 1.931481000000000137e+01 1.891696999999999917e+01 9.460399999999999920e-01 1.297959999999999781e+00 8.565599999999982117e-01 3.978400000000021919e-01 5.324503000000000430e-01 9.534884000000000415e-02 4.447000000000000258e-02 3.323555999999999733e-02 8.917624999999999857e-02 5.409202559152648249e-01 1.052092305329983823e-01 5.551741482196014682e-02 9.516830361299974395e-02
5.086000000000000520e-01 2.331848000000000098e+01 2.173472999999999900e+01 2.023284999999999911e+01 1.933802999999999983e+01 1.867859999999999943e+01 1.583750000000001990e+00 1.501879999999999882e+00 8.948199999999992826e-01 6.594300000000004047e-01 8.777363000000000248e-01 9.885731000000000379e-02 3.873912999999999662e-02 2.802315000000000014e-02 5.876013000000000069e-02 8.832857861859467752e-01 1.061766826266153374e-01 4.781231148019722543e-02 6.510030578683483060e-02
7.457000000000000295e-01 2.600322999999999851e+01 2.191682000000000130e+01 2.029099000000000075e+01 1.925503000000000142e+01 1.871305999999999869e+01 4.086409999999997211e+00 1.625830000000000553e+00 1.035959999999999326e+00 5.419700000000027273e-01 7.372469000000000383e-01 1.544506999999999963e-01 5.467157000000000266e-02 3.233093000000000078e-02 6.725942000000000032e-02 7.532516248174311313e-01 1.638413845667659741e-01 6.351590037880121276e-02 7.462652754484359885e-02
5.737999999999999767e-01 2.347748999999999953e+01 2.241475000000000151e+01 2.078650000000000020e+01 1.990173000000000059e+01 1.966229999999999833e+01 1.062739999999998020e+00 1.628250000000001307e+00 8.847699999999996123e-01 2.394300000000022521e-01 7.121806000000000525e-01 1.209305999999999992e-01 4.418674999999999686e-02 3.107064999999999827e-02 1.030916000000000055e-01 7.223748452380661655e-01 1.287504520066725666e-01 5.401716548454759542e-02 1.076720171724413339e-01
5.833000000000000407e-01 2.147839000000000098e+01 2.087126999999999910e+01 1.963273999999999830e+01 1.879249000000000080e+01 1.817588999999999899e+01 6.071200000000018804e-01 1.238530000000000797e+00 8.402499999999974989e-01 6.166000000000018133e-01 3.081213999999999897e-01 6.543757999999999520e-02 3.240479999999999750e-02 2.428808999999999829e-02 4.872336000000000028e-02 3.149934507481328416e-01 7.302155804484315726e-02 4.049669590087689314e-02 5.444150186702879923e-02
5.230000000000000204e-01 2.328012000000000015e+01 2.203091999999999828e+01 2.016630999999999929e+01 1.919444000000000017e+01 1.879569000000000045e+01 1.249200000000001864e+00 1.864609999999998990e+00 9.718699999999991235e-01 3.987499999999997158e-01 8.064493000000000356e-01 1.510122999999999882e-01 3.582355999999999735e-02 2.520485999999999907e-02 5.836170999999999720e-02 8.204664455185112226e-01 1.552032287111437536e-01 4.380196820570052968e-02 6.357180319720134865e-02
5.120000000000000107e-01 2.548401000000000138e+01 2.236383000000000010e+01 2.073009000000000057e+01 1.983857000000000070e+01 1.941259000000000157e+01 3.120180000000001286e+00 1.633739999999999526e+00 8.915199999999998681e-01 4.259799999999991371e-01 6.331866000000000438e-01 1.398249000000000020e-01 4.825339000000000017e-02 3.498856000000000188e-02 8.990539999999999643e-02 6.484414183868655313e-01 1.479168425383063090e-01 5.960359869475751610e-02 9.647372844476156950e-02
6.751000000000000334e-01 2.248584999999999923e+01 2.172456999999999994e+01 1.992942000000000036e+01 1.913385999999999854e+01 1.873811999999999856e+01 7.612799999999992906e-01 1.795149999999999579e+00 7.955600000000018213e-01 3.957399999999999807e-01 7.744155999999999818e-01 1.429406000000000010e-01 4.314286999999999983e-02 3.353104999999999974e-02 8.218063000000000451e-02 7.874970073922312741e-01 1.493094851648645305e-01 5.464099693398172253e-02 8.875802646126940143e-02
5.157000000000000473e-01 2.509141999999999939e+01 2.255392000000000152e+01 2.075581999999999994e+01 1.983860999999999919e+01 1.961638999999999911e+01 2.537499999999997868e+00 1.798100000000001586e+00 9.172100000000007469e-01 2.222200000000000841e-01 8.197967000000000448e-01 1.637326000000000059e-01 4.924358999999999681e-02 3.491009999999999946e-02 1.064839000000000063e-01 8.359874362893560118e-01 1.709774706177632775e-01 6.036262285635126540e-02 1.120604124622964354e-01
6.467000000000000526e-01 2.328970999999999947e+01 2.241803000000000168e+01 2.063867000000000118e+01 1.960705000000000098e+01 1.926465999999999923e+01 8.716799999999977899e-01 1.779360000000000497e+00 1.031620000000000203e+00 3.423900000000017485e-01 7.001327999999999996e-01 1.455047999999999897e-01 4.441254000000000035e-02 2.881225000000000105e-02 7.786389000000000504e-02 7.150927103941697727e-01 1.521319181904034201e-01 5.293977199907551334e-02 8.302367804424591602e-02
3.855000000000000093e-01 2.445947999999999922e+01 2.155298000000000158e+01 1.996599000000000146e+01 1.921489000000000047e+01 1.884239000000000175e+01 2.906499999999997641e+00 1.586990000000000123e+00 7.511000000000009891e-01 3.724999999999987210e-01 1.141755999999999993e+00 7.187312999999999341e-02 2.754666999999999880e-02 2.118830999999999840e-02 6.346348999999999740e-02 1.144015957210386514e+00 7.697120139432539476e-02 3.475289209181014333e-02 6.690709262579117023e-02
5.333999999999999853e-01 2.343064000000000036e+01 2.211328999999999922e+01 2.071192999999999884e+01 1.980452999999999975e+01 1.942545000000000144e+01 1.317350000000001131e+00 1.401360000000000383e+00 9.073999999999990962e-01 3.790799999999983072e-01 1.014923000000000020e+00 1.318377000000000021e-01 5.681626000000000037e-02 3.964278999999999720e-02 1.006897999999999960e-01 1.023449986599389128e+00 1.435592788421480026e-01 6.927942118242400027e-02 1.082126915986479782e-01
6.405999999999999472e-01 2.180287999999999826e+01 2.251443000000000083e+01 2.088986999999999838e+01 1.975923999999999836e+01 1.912174999999999869e+01 -7.115500000000025693e-01 1.624560000000002447e+00 1.130630000000000024e+00 6.374899999999996680e-01 4.396585000000000076e-01 2.960341000000000222e-01 1.029845999999999956e-01 5.624235999999999819e-02 1.069804000000000033e-01 5.300337583447491951e-01 3.134358246913871993e-01 1.173415139476630398e-01 1.208635968459055854e-01
4.702000000000000068e-01 2.447567000000000093e+01 2.192648000000000152e+01 2.045765000000000100e+01 1.967717999999999989e+01 1.955705999999999989e+01 2.549189999999999401e+00 1.468830000000000524e+00 7.804700000000011073e-01 1.201200000000000045e-01 1.711810000000000054e+00 1.496345000000000036e-01 5.854822999999999972e-02 4.278111999999999887e-02 1.289946999999999899e-01 1.718337556969017133e+00 1.606809846446769219e-01 7.251289171304162173e-02 1.359038515147543424e-01
5.057000000000000384e-01 2.349718000000000018e+01 2.237259999999999849e+01 2.106716000000000122e+01 1.989507000000000048e+01 1.947590999999999894e+01 1.124580000000001689e+00 1.305439999999997269e+00 1.172090000000000742e+00 4.191600000000015314e-01 1.048402999999999974e+00 1.819273999999999891e-01 8.243408000000000679e-02 4.665198999999999735e-02 1.217020999999999936e-01 1.064070688102890960e+00 1.997322117641678607e-01 9.471951074834845941e-02 1.303372905785988023e-01
6.395999999999999464e-01 2.246449000000000140e+01 2.192845000000000155e+01 2.027158000000000015e+01 1.937740000000000151e+01 1.914042999999999850e+01 5.360399999999998499e-01 1.656870000000001397e+00 8.941799999999986426e-01 2.369700000000030116e-01 5.584980000000000500e-01 1.332203000000000137e-01 4.156678999999999929e-02 3.098816999999999891e-02 8.015935999999999895e-02 5.741669307231913599e-01 1.395544566217578886e-01 5.184654965234427454e-02 8.594061714671648311e-02
5.071999999999999842e-01 2.235499000000000080e+01 2.199970000000000070e+01 2.013607000000000014e+01 1.917041000000000039e+01 1.884123999999999910e+01 3.552900000000001057e-01 1.863630000000000564e+00 9.656599999999997408e-01 3.291700000000012949e-01 5.936346000000000123e-01 1.560478999999999894e-01 4.473934000000000244e-02 2.998914000000000094e-02 7.748897000000000423e-02 6.138020734826251656e-01 1.623347025070289718e-01 5.386053343195924825e-02 8.308964429819458430e-02
5.796000000000000041e-01 2.592242999999999853e+01 2.204015000000000057e+01 2.066582000000000008e+01 1.962802999999999898e+01 1.934609000000000023e+01 3.882279999999997955e+00 1.374330000000000496e+00 1.037790000000001100e+00 2.819399999999987472e-01 7.748152999999999846e-01 1.502609000000000028e-01 6.627060999999999369e-02 4.304059999999999830e-02 1.491592999999999947e-01 7.892509659055857441e-01 1.642258561207159684e-01 7.902080104714263864e-02 1.552449355851906465e-01
5.351000000000000201e-01 2.351599999999999824e+01 2.214284999999999926e+01 2.054676999999999865e+01 1.962686000000000064e+01 1.917892000000000152e+01 1.373149999999998983e+00 1.596080000000000609e+00 9.199099999999980071e-01 4.479399999999991167e-01 8.839437999999999462e-01 1.287533999999999901e-01 4.635506999999999822e-02 3.203770999999999702e-02 7.195168000000000397e-02 8.932715598125801071e-01 1.368438180052898578e-01 5.634897848895753514e-02 7.876204109129282538e-02
4.506999999999999895e-01 2.361700000000000088e+01 2.239098999999999862e+01 2.059682000000000102e+01 1.975564999999999927e+01 1.933326999999999884e+01 1.226010000000002265e+00 1.794169999999997600e+00 8.411700000000017496e-01 4.223800000000004218e-01 8.328514999999999668e-01 1.397356999999999905e-01 4.294666999999999929e-02 2.987526000000000070e-02 7.382974000000000481e-02 8.444925617829560638e-01 1.461864642112220281e-01 5.231584486708113629e-02 7.964522376473809340e-02
4.802000000000000157e-01 2.310295999999999950e+01 2.122263999999999839e+01 1.945091999999999999e+01 1.865343000000000018e+01 1.824246000000000123e+01 1.880320000000001102e+00 1.771719999999998407e+00 7.974899999999998101e-01 4.109699999999989473e-01 9.368689999999999518e-01 7.734863999999999629e-02 2.493247000000000171e-02 1.820106000000000154e-02 4.434848999999999736e-02 9.400565596126913004e-01 8.126770680996540930e-02 3.086918601817191174e-02 4.793815964765126003e-02
6.991000000000000547e-01 2.456318999999999875e+01 2.256200000000000117e+01 2.109864999999999924e+01 1.979272999999999882e+01 1.936776000000000053e+01 2.001189999999997582e+00 1.463350000000001927e+00 1.305920000000000414e+00 4.249699999999982936e-01 1.467962999999999907e+00 2.230598000000000025e-01 8.468383999999999634e-02 4.411434999999999662e-02 9.856557999999999986e-02 1.484813471027603526e+00 2.385938539300323236e-01 9.548522730280374626e-02 1.079872651596423261e-01
4.776000000000000245e-01 2.455827999999999989e+01 2.223271000000000086e+01 2.059204000000000079e+01 1.983359000000000094e+01 1.928509999999999991e+01 2.325569999999999027e+00 1.640670000000000073e+00 7.584499999999998465e-01 5.484900000000010323e-01 1.121501999999999999e+00 1.320295999999999970e-01 4.721994000000000191e-02 3.851508000000000015e-02 7.545651999999999915e-02 1.129246895625646507e+00 1.402196063671682091e-01 6.093549147262209559e-02 8.471775373507491047e-02
6.522000000000000020e-01 2.488373999999999953e+01 2.245278000000000063e+01 2.072756000000000043e+01 1.989620000000000033e+01 1.938252999999999915e+01 2.430959999999998900e+00 1.725220000000000198e+00 8.313600000000000989e-01 5.136700000000011812e-01 1.228115000000000068e+00 1.807669000000000081e-01 6.154802999999999663e-02 4.319566999999999851e-02 1.233666999999999958e-01 1.241347302474456571e+00 1.909576710490858975e-01 7.519325703565313268e-02 1.307103996460836359e-01
5.812000000000000499e-01 2.253518000000000043e+01 2.186392999999999986e+01 2.063897000000000048e+01 1.979363000000000028e+01 1.918570000000000064e+01 6.712500000000005684e-01 1.224959999999999383e+00 8.453400000000002024e-01 6.079299999999996373e-01 5.810254999999999725e-01 1.322414000000000089e-01 6.821902999999999995e-02 4.981780000000000236e-02 1.110497000000000012e-01 5.958845689596350415e-01 1.488006180366899522e-01 8.447277224633331638e-02 1.217121566111208086e-01
4.817000000000000171e-01 2.378519999999999968e+01 2.110157999999999845e+01 1.942924000000000007e+01 1.854018999999999906e+01 1.801094000000000150e+01 2.683620000000001227e+00 1.672339999999998383e+00 8.890500000000010061e-01 5.292499999999975557e-01 1.777319000000000093e+00 7.697792000000000523e-02 2.720012000000000124e-02 1.920122000000000148e-02 4.108291000000000026e-02 1.778985224201855564e+00 8.164218698406358610e-02 3.329464487725916633e-02 4.534856495586712943e-02
4.809999999999999831e-01 2.596141000000000076e+01 2.232498999999999967e+01 2.059759999999999991e+01 1.974539000000000044e+01 1.914019000000000048e+01 3.636420000000001096e+00 1.727389999999999759e+00 8.522099999999994679e-01 6.051999999999999602e-01 5.569444000000000061e-01 1.598206000000000071e-01 5.241331999999999935e-02 3.801664999999999905e-02 7.802915000000000545e-02 5.794218574369800479e-01 1.681956607578875829e-01 6.474891343215652406e-02 8.679754562742543478e-02
5.302000000000000046e-01 2.682132999999999967e+01 2.209187000000000012e+01 2.056345999999999918e+01 1.964387999999999934e+01 1.915898999999999930e+01 4.729459999999999553e+00 1.528410000000000935e+00 9.195799999999998420e-01 4.848900000000000432e-01 3.580742000000000091e-01 1.567014999999999936e-01 5.712508000000000169e-02 3.811484999999999873e-02 8.353771999999999587e-02 3.908612193706226812e-01 1.667891928970711146e-01 6.867325939205813634e-02 9.182206953298809038e-02
5.349000000000000421e-01 2.340709000000000017e+01 2.216088999999999842e+01 2.084502000000000166e+01 1.982135999999999854e+01 1.962657000000000096e+01 1.246200000000001751e+00 1.315869999999996764e+00 1.023660000000003123e+00 1.947899999999975762e-01 1.089585000000000026e+00 1.530306999999999917e-01 7.197916999999999510e-02 4.697003999999999763e-02 1.778088999999999920e-01 1.100278995240520752e+00 1.691135596467027713e-01 8.594873804478166124e-02 1.839081009004540634e-01
7.512999999999999678e-01 2.514892000000000039e+01 2.207170999999999950e+01 2.093114999999999881e+01 1.982863000000000042e+01 1.927602999999999867e+01 3.077210000000000889e+00 1.140560000000000684e+00 1.102519999999998390e+00 5.526000000000017565e-01 1.050219999999999931e+00 1.361793000000000031e-01 7.103052999999999451e-02 4.055423999999999835e-02 1.078202999999999939e-01 1.059012204910070754e+00 1.535908133339064785e-01 8.179231366123897173e-02 1.151948934374592837e-01
5.110000000000000098e-01 2.332648000000000010e+01 2.249126000000000047e+01 2.088560999999999979e+01 1.996580000000000155e+01 1.950804000000000116e+01 8.352199999999996294e-01 1.605650000000000688e+00 9.198099999999982401e-01 4.577600000000003888e-01 9.646597999999999562e-01 1.996146000000000031e-01 6.521797000000000011e-02 4.731145999999999963e-02 1.018175000000000052e-01 9.850961974696683665e-01 2.099985050996337477e-01 8.057144567557728010e-02 1.122727818911672115e-01
4.799999999999999822e-01 2.554780999999999835e+01 2.184722999999999971e+01 1.997596000000000060e+01 1.910921000000000092e+01 1.862756999999999863e+01 3.700579999999998648e+00 1.871269999999999101e+00 8.667499999999996874e-01 4.816400000000022885e-01 8.852575000000000305e-01 1.171452999999999939e-01 3.478886999999999952e-02 2.446113000000000107e-02 6.717373999999999568e-02 8.929747267522972765e-01 1.222018280876636387e-01 4.252778335104946683e-02 7.148886784992820875e-02
4.784999999999999809e-01 2.396341999999999928e+01 2.137618000000000151e+01 1.964434999999999931e+01 1.877728000000000108e+01 1.840238000000000085e+01 2.587239999999997764e+00 1.731830000000002201e+00 8.670699999999982310e-01 3.749000000000002331e-01 1.277554999999999996e+00 7.140597999999999390e-02 2.461872999999999839e-02 1.746347999999999998e-02 5.029451000000000060e-02 1.279548979916267371e+00 7.553076092939418895e-02 3.018368765613804044e-02 5.324012462279271996e-02
5.946000000000000174e-01 2.604799999999999827e+01 2.207579000000000136e+01 2.064176000000000144e+01 1.965176999999999907e+01 1.914985000000000070e+01 3.972209999999996910e+00 1.434029999999999916e+00 9.899900000000023681e-01 5.019199999999983675e-01 6.249067000000000371e-01 1.596593000000000040e-01 6.505635999999999364e-02 3.943180000000000296e-02 8.577603000000000311e-02 6.449802134805222575e-01 1.724048202717650136e-01 7.607362767536196557e-02 9.440547745655916700e-02
5.320000000000000284e-01 2.189336000000000126e+01 2.159159000000000006e+01 2.040205999999999875e+01 1.948113999999999990e+01 1.906161000000000172e+01 3.017700000000012039e-01 1.189530000000001309e+00 9.209199999999988506e-01 4.195299999999981821e-01 3.177654999999999785e-01 9.892320999999999753e-02 5.119569999999999677e-02 3.559832999999999747e-02 9.187760999999999845e-02 3.328073233373239348e-01 1.113858212484609700e-01 6.235575993666422900e-02 9.853291997145420533e-02
4.351999999999999758e-01 2.240912000000000148e+01 2.208958000000000155e+01 2.060135999999999967e+01 1.977204000000000050e+01 1.945455000000000112e+01 3.195399999999999352e-01 1.488220000000001875e+00 8.293199999999991689e-01 3.174899999999993838e-01 5.051695000000000491e-01 1.545716000000000034e-01 6.208016000000000228e-02 4.668052999999999786e-02 1.317691000000000001e-01 5.282883713056818475e-01 1.665722839856187132e-01 7.767250573212183817e-02 1.397933031153170136e-01
